name,link_id,from_node_id,to_node_id,link_key,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry
East Don Carlos Avenue,3135b,1850,677,1850 677,1,0.186546144,1,29,699,residential,6,"LINESTRING (-111.8863105 33.41753, -111.8853325 33.4175324, -111.883076 33.4175378)"
South Evergreen Road,3137a,677,1853,677 1853,1,0.237672451,1,29,799,tertiary,5,"LINESTRING (-111.883076 33.4175378, -111.8830807 33.4173616, -111.8830831 33.4172734, -111.8830893 33.4169031, -111.883115 33.4168243, -111.8831462 33.4167732, -111.8831837 33.4167388, -111.8832518 33.4166935, -111.8833296 33.4166533, -111.8834525 33.416634, -111.8844396 33.416627, -111.8851122 33.4166268, -111.8853658 33.4166267, -111.8854502 33.4166267, -111.8855177 33.4166267, -111.886287 33.4166268)"
South Evergreen Road,3137b,1853,677,1853 677,1,0.237672451,1,29,799,tertiary,5,"LINESTRING (-111.886287 33.4166268, -111.8855177 33.4166267, -111.8854502 33.4166267, -111.8853658 33.4166267, -111.8851122 33.4166268, -111.8844396 33.416627, -111.8834525 33.416634, -111.8833296 33.4166533, -111.8832518 33.4166935, -111.8831837 33.4167388, -111.8831462 33.4167732, -111.883115 33.4168243, -111.8830893 33.4169031, -111.8830831 33.4172734, -111.8830807 33.4173616, -111.883076 33.4175378)"
North Mary Street,3141a,678,2645,678 2645,1,0.251389234,1,25,699,residential,6,"LINESTRING (-111.923645 33.4366978, -111.9237105 33.4402558, -111.923712 33.4403356)"
North Mary Street,3141b,2645,678,2645 678,1,0.251389234,1,25,699,residential,6,"LINESTRING (-111.923712 33.4403356, -111.9237105 33.4402558, -111.923645 33.4366978)"
East Gilbert Drive,3143a,678,687,678 687,1,0.194352792,1,25,699,residential,6,"LINESTRING (-111.923645 33.4366978, -111.9242381 33.4366969, -111.924262 33.4366967, -111.9251565 33.43669, -111.9252473 33.4367135, -111.9253271 33.4367529, -111.9253916 33.4368178, -111.9254045 33.4368668, -111.9254061 33.4373852, -111.9254147 33.4374009, -111.9254601 33.4374835, -111.9255344 33.4375362, -111.9256411 33.4375681, -111.9261894 33.4375561)"
East Gilbert Drive,3143b,687,678,687 678,1,0.194352792,1,25,699,residential,6,"LINESTRING (-111.9261894 33.4375561, -111.9256411 33.4375681, -111.9255344 33.4375362, -111.9254601 33.4374835, -111.9254147 33.4374009, -111.9254061 33.4373852, -111.9254045 33.4368668, -111.9253916 33.4368178, -111.9253271 33.4367529, -111.9252473 33.4367135, -111.9251565 33.43669, -111.924262 33.4366967, -111.9242381 33.4366969, -111.923645 33.4366978)"
nan,3147,679,1372,679 1372,1,0.050418532,2,59,3598,motorway,1,"LINESTRING (-111.9270745 33.4357101, -111.9268796 33.4357358, -111.9266642 33.4357599, -111.9266125 33.4357723, -111.9265561 33.4357948, -111.926474 33.4358615, -111.9264392 33.4359005, -111.9263519 33.4360228)"
nan,3148,679,1272,679 1272,1,0.05542453,2,59,3598,motorway,1,"LINESTRING (-111.9270745 33.4357101, -111.9266655 33.4356803, -111.9266073 33.4356803, -111.9265474 33.4356708, -111.9265057 33.4356553, -111.9264658 33.4356358, -111.9264396 33.4356085, -111.9264082 33.435563, -111.9263525 33.4353727)"
nan,3149a,680,2052,680 2052,1,0.007172199,1,29,699,others,7,"LINESTRING (-111.9211598 33.4292573, -111.9211588 33.4293611)"
nan,3149b,2052,680,2052 680,1,0.007172199,1,29,699,others,7,"LINESTRING (-111.9211588 33.4293611, -111.9211598 33.4292573)"
East Rio Salado Parkway,3151,680,701,680 701,1,0.186390794,4,39,3996,secondary,4,"LINESTRING (-111.9211598 33.4292573, -111.9192977 33.4292393, -111.9186041 33.4292126, -111.9179287 33.4291956)"
South Stratton Lane,3152a,681,2660,681 2660,1,0.097618212,1,29,699,residential,6,"LINESTRING (-111.9050974 33.4175144, -111.9051155 33.4161017)"
South Stratton Lane,3152b,2660,681,2660 681,1,0.097618212,1,29,699,residential,6,"LINESTRING (-111.9051155 33.4161017, -111.9050974 33.4175144)"
East Don Carlos Avenue,3154a,681,2432,681 2432,1,0.020319159,1,29,699,residential,6,"LINESTRING (-111.9050974 33.4175144, -111.9047451 33.4175171)"
East Don Carlos Avenue,3154b,2432,681,2432 681,1,0.020319159,1,29,699,residential,6,"LINESTRING (-111.9047451 33.4175171, -111.9050974 33.4175144)"
East Don Carlos Avenue,3156a,681,2430,681 2430,1,0.018779329,1,29,699,residential,6,"LINESTRING (-111.9050974 33.4175144, -111.905423 33.4175119)"
East Don Carlos Avenue,3156b,2430,681,2430 681,1,0.018779329,1,29,699,residential,6,"LINESTRING (-111.905423 33.4175119, -111.9050974 33.4175144)"
South Granada Drive,3158a,682,685,682 685,1,0.279193777,1,29,699,residential,6,"LINESTRING (-111.9279752 33.4075028, -111.9279732 33.4073527, -111.9279685 33.4070011, -111.9279689 33.4068437, -111.9279693 33.4066769, -111.9279695 33.4065904, -111.9279743 33.4045161, -111.927943 33.4039501, -111.9279424 33.4038635, -111.9279399 33.4034628)"
South Granada Drive,3158b,685,682,685 682,1,0.279193777,1,29,699,residential,6,"LINESTRING (-111.9279399 33.4034628, -111.9279424 33.4038635, -111.927943 33.4039501, -111.9279743 33.4045161, -111.9279695 33.4065904, -111.9279693 33.4066769, -111.9279689 33.4068437, -111.9279685 33.4070011, -111.9279732 33.4073527, -111.9279752 33.4075028)"
East Broadway Road,3160a,682,887,682 887,1,0.097953768,3,40,2997,secondary,4,"LINESTRING (-111.9279752 33.4075028, -111.9273424 33.4075066, -111.9272515 33.4075072, -111.9270016 33.4075087, -111.9269037 33.4075085, -111.9268285 33.4075083, -111.9266968 33.4075079, -111.9264911 33.4075074, -111.926277 33.4075074)"
East Broadway Road,3160b,887,682,887 682,1,0.097953768,3,40,2997,secondary,4,"LINESTRING (-111.926277 33.4075074, -111.9264911 33.4075074, -111.9266968 33.4075079, -111.9268285 33.4075083, -111.9269037 33.4075085, -111.9270016 33.4075087, -111.9272515 33.4075072, -111.9273424 33.4075066, -111.9279752 33.4075028)"
East Broadway Road,3162,682,2232,682 2232,1,0.06123462,3,39,2997,secondary,4,"LINESTRING (-111.9279752 33.4075028, -111.9281503 33.4075457, -111.9290294 33.407539)"
South Stanley Place,3163a,683,2616,683 2616,1,0.009532276,1,29,699,residential,6,"LINESTRING (-111.9192121 33.3807773, -111.9192168 33.3809152)"
South Stanley Place,3163b,2616,683,2616 683,1,0.009532276,1,29,699,residential,6,"LINESTRING (-111.9192168 33.3809152, -111.9192121 33.3807773)"
South Holbrook Lane,3165a,684,1484,684 1484,1,0.050917516,1,29,699,residential,6,"LINESTRING (-111.9035695 33.4175261, -111.9035695 33.4167892)"
South Holbrook Lane,3165b,1484,684,1484 684,1,0.050917516,1,29,699,residential,6,"LINESTRING (-111.9035695 33.4167892, -111.9035695 33.4175261)"
East Don Carlos Avenue,3167a,684,2420,684 2420,1,0.018462415,1,29,699,residential,6,"LINESTRING (-111.9035695 33.4175261, -111.9032494 33.4175286)"
East Don Carlos Avenue,3167b,2420,684,2420 684,1,0.018462415,1,29,699,residential,6,"LINESTRING (-111.9032494 33.4175286, -111.9035695 33.4175261)"
East Don Carlos Avenue,3169a,684,2427,684 2427,1,0.019834467,1,29,699,residential,6,"LINESTRING (-111.9035695 33.4175261, -111.9039134 33.4175235)"
East Don Carlos Avenue,3169b,2427,684,2427 684,1,0.019834467,1,29,699,residential,6,"LINESTRING (-111.9039134 33.4175235, -111.9035695 33.4175261)"
East Broadmor Drive,3171a,685,1001,685 1001,1,0.03069716,1,29,699,residential,6,"LINESTRING (-111.9279399 33.4034628, -111.9274078 33.40347)"
East Broadmor Drive,3171b,1001,685,1001 685,1,0.03069716,1,29,699,residential,6,"LINESTRING (-111.9274078 33.40347, -111.9279399 33.4034628)"
East Broadmor Drive,3175a,685,1000,685 1000,1,0.062386074,1,29,699,residential,6,"LINESTRING (-111.9279399 33.4034628, -111.9280945 33.4034618, -111.9290214 33.4034556)"
East Broadmor Drive,3175b,1000,685,1000 685,1,0.062386074,1,29,699,residential,6,"LINESTRING (-111.9290214 33.4034556, -111.9280945 33.4034618, -111.9279399 33.4034628)"
South Granada Drive,3177a,686,2941,686 2941,1,0.362092266,1,29,699,residential,6,"LINESTRING (-111.928383 33.4097448, -111.9283787 33.4093906, -111.9283745 33.4090473, -111.9265205 33.4090545, -111.9265205 33.4086898, -111.9265205 33.408338, -111.926848 33.4083346, -111.92925 33.4083093)"
South Granada Drive,3177b,2941,686,2941 686,1,0.362092266,1,29,699,residential,6,"LINESTRING (-111.92925 33.4083093, -111.926848 33.4083346, -111.9265205 33.408338, -111.9265205 33.4086898, -111.9265205 33.4090545, -111.9283745 33.4090473, -111.9283787 33.4093906, -111.928383 33.4097448)"
East Encanto Drive,3179a,686,2410,686 2410,1,0.050002815,1,29,699,residential,6,"LINESTRING (-111.928383 33.4097448, -111.928771 33.4097426, -111.9292499 33.40974)"
East Encanto Drive,3179b,2410,686,2410 686,1,0.050002815,1,29,699,residential,6,"LINESTRING (-111.9292499 33.40974, -111.928771 33.4097426, -111.928383 33.4097448)"
East Encanto Drive,3181a,686,1412,686 1412,1,0.108438028,1,29,699,residential,6,"LINESTRING (-111.928383 33.4097448, -111.9277733 33.4097482, -111.9268935 33.4097532, -111.926503 33.4097547)"
East Encanto Drive,3181b,1412,686,1412 686,1,0.108438028,1,29,699,residential,6,"LINESTRING (-111.926503 33.4097547, -111.9268935 33.4097532, -111.9277733 33.4097482, -111.928383 33.4097448)"
North Scottsdale Road,3183,687,2812,687 2812,1,0.134511972,6,39,7194,primary,3,"LINESTRING (-111.9261894 33.4375561, -111.9262037 33.4379658, -111.9261908 33.4385221, -111.9261909 33.4385361, -111.9261966 33.4389834, -111.9261979 33.4390883, -111.926203 33.4395025)"
nan,3186a,688,3010,688 3010,1,0.01005798,1,29,699,others,7,"LINESTRING (-111.9196278 33.4301419, -111.919633 33.4299964)"
nan,3186b,3010,688,3010 688,1,0.01005798,1,29,699,others,7,"LINESTRING (-111.919633 33.4299964, -111.9196278 33.4301419)"
nan,3188a,688,690,688 690,1,0.083983453,1,29,699,others,7,"LINESTRING (-111.9196278 33.4301419, -111.9193373 33.4301632, -111.9190521 33.4302027, -111.9187834 33.4302583, -111.9185467 33.4303249, -111.918223 33.4304339)"
nan,3188b,690,688,690 688,1,0.083983453,1,29,699,others,7,"LINESTRING (-111.918223 33.4304339, -111.9185467 33.4303249, -111.9187834 33.4302583, -111.9190521 33.4302027, -111.9193373 33.4301632, -111.9196278 33.4301419)"
nan,3190a,688,2052,688 2052,1,0.132432147,1,29,699,others,7,"LINESTRING (-111.9196278 33.4301419, -111.9198489 33.4301386, -111.920078 33.4301473, -111.9203069 33.4301693, -111.9205336 33.430201, -111.9205916 33.4302034, -111.9206506 33.4302004, -111.9207086 33.4301917, -111.9207659 33.4301789, -111.9208004 33.4301685, -111.9208497 33.43015, -111.9208789 33.430136, -111.9209091 33.4301195, -111.9209325 33.4301047, -111.9209597 33.4300862, -111.920978 33.4300724, -111.9210043 33.4300514, -111.9210217 33.4300348, -111.9210425 33.4300133, -111.9210636 33.4299886, -111.9210909 33.4299476, -111.9211149 33.4299012, -111.921131 33.4298604, -111.9211405 33.4298288, -111.9211468 33.4297978, -111.9211515 33.4297408, -111.9211588 33.4295021, -111.9211588 33.4293611)"
nan,3190b,2052,688,2052 688,1,0.132432147,1,29,699,others,7,"LINESTRING (-111.9211588 33.4293611, -111.9211588 33.4295021, -111.9211515 33.4297408, -111.9211468 33.4297978, -111.9211405 33.4298288, -111.921131 33.4298604, -111.9211149 33.4299012, -111.9210909 33.4299476, -111.9210636 33.4299886, -111.9210425 33.4300133, -111.9210217 33.4300348, -111.9210043 33.4300514, -111.920978 33.4300724, -111.9209597 33.4300862, -111.9209325 33.4301047, -111.9209091 33.4301195, -111.9208789 33.430136, -111.9208497 33.43015, -111.9208004 33.4301685, -111.9207659 33.4301789, -111.9207086 33.4301917, -111.9206506 33.4302004, -111.9205916 33.4302034, -111.9205336 33.430201, -111.9203069 33.4301693, -111.920078 33.4301473, -111.9198489 33.4301386, -111.9196278 33.4301419)"
South Price Road,3192,689,692,689 692,1,0.124618042,2,39,1998,secondary,4,"LINESTRING (-111.8919716 33.4184206, -111.8919451 33.4166172)"
East Orange Street,3193a,689,1712,689 1712,1,0.005398102,1,29,699,residential,6,"LINESTRING (-111.8919716 33.4184206, -111.8920289 33.4184209, -111.8920652 33.4184211)"
East Orange Street,3193b,1712,689,1712 689,1,0.005398102,1,29,699,residential,6,"LINESTRING (-111.8920652 33.4184211, -111.8920289 33.4184209, -111.8919716 33.4184206)"
East Victory Drive,3195a,689,798,689 798,1,0.078967512,1,29,699,residential,6,"LINESTRING (-111.8919716 33.4184206, -111.891907 33.4184205, -111.8918202 33.4184203, -111.8907641 33.4184178, -111.8906024 33.4184204)"
East Victory Drive,3195b,798,689,798 689,1,0.078967512,1,29,699,residential,6,"LINESTRING (-111.8906024 33.4184204, -111.8907641 33.4184178, -111.8918202 33.4184203, -111.891907 33.4184205, -111.8919716 33.4184206)"
nan,3197a,690,3097,690 3097,1,0.01826481,1,29,699,others,7,"LINESTRING (-111.918223 33.4304339, -111.9180887 33.4301945)"
nan,3197b,3097,690,3097 690,1,0.01826481,1,29,699,others,7,"LINESTRING (-111.9180887 33.4301945, -111.918223 33.4304339)"
nan,3199a,690,693,690 693,1,0.063420084,1,29,699,others,7,"LINESTRING (-111.918223 33.4304339, -111.9180504 33.4305139, -111.9179373 33.4305664, -111.9177152 33.4306903, -111.9175009 33.4308275, -111.9173182 33.4309518)"
nan,3199b,693,690,693 690,1,0.063420084,1,29,699,others,7,"LINESTRING (-111.9173182 33.4309518, -111.9175009 33.4308275, -111.9177152 33.4306903, -111.9179373 33.4305664, -111.9180504 33.4305139, -111.918223 33.4304339)"
North College Avenue,3203a,691,2175,691 2175,1,0.187235277,1,29,799,tertiary,5,"LINESTRING (-111.9300146 33.4364561, -111.9300397 33.4367545, -111.9300832 33.4370578, -111.9303236 33.4375305, -111.9304403 33.4377355, -111.9305082 33.4379096, -111.9305337 33.4380524, -111.930541 33.4382419, -111.9305357 33.4383287, -111.9305223 33.4384279, -111.9304613 33.4386289, -111.9303806 33.4387684, -111.9302848 33.4389251, -111.9301997 33.4390252)"
North College Avenue,3203b,2175,691,2175 691,1,0.187235277,1,29,799,tertiary,5,"LINESTRING (-111.9301997 33.4390252, -111.9302848 33.4389251, -111.9303806 33.4387684, -111.9304613 33.4386289, -111.9305223 33.4384279, -111.9305357 33.4383287, -111.930541 33.4382419, -111.9305337 33.4380524, -111.9305082 33.4379096, -111.9304403 33.4377355, -111.9303236 33.4375305, -111.9300832 33.4370578, -111.9300397 33.4367545, -111.9300146 33.4364561)"
East Gilbert Drive,3207a,691,1280,691 1280,1,0.274277882,1,25,699,residential,6,"LINESTRING (-111.9300146 33.4364561, -111.9296047 33.4365418, -111.9292968 33.4366007, -111.9286421 33.4366434, -111.9284423 33.4366456, -111.9284062 33.4366466, -111.9278792 33.4366615, -111.9273376 33.4366767, -111.9272806 33.436697, -111.927252 33.4367363, -111.9272566 33.436805, -111.9272755 33.4369554, -111.9272772 33.4369913, -111.9272927 33.4373103, -111.9272973 33.4375197, -111.9272726 33.4375648, -111.9272014 33.437602, -111.9271155 33.4376119, -111.9270334 33.4375957, -111.9269282 33.4375713, -111.9268406 33.437563, -111.9268013 33.4375616, -111.9266863 33.4375574, -111.9265719 33.4375518, -111.9264571 33.4375524, -111.9263537 33.4375533)"
East Gilbert Drive,3207b,1280,691,1280 691,1,0.274277882,1,25,699,residential,6,"LINESTRING (-111.9263537 33.4375533, -111.9264571 33.4375524, -111.9265719 33.4375518, -111.9266863 33.4375574, -111.9268013 33.4375616, -111.9268406 33.437563, -111.9269282 33.4375713, -111.9270334 33.4375957, -111.9271155 33.4376119, -111.9272014 33.437602, -111.9272726 33.4375648, -111.9272973 33.4375197, -111.9272927 33.4373103, -111.9272772 33.4369913, -111.9272755 33.4369554, -111.9272566 33.436805, -111.927252 33.4367363, -111.9272806 33.436697, -111.9273376 33.4366767, -111.9278792 33.4366615, -111.9284062 33.4366466, -111.9284423 33.4366456, -111.9286421 33.4366434, -111.9292968 33.4366007, -111.9296047 33.4365418, -111.9300146 33.4364561)"
East Howe Avenue,3209a,692,1713,692 1713,1,0.007082096,1,29,699,residential,6,"LINESTRING (-111.8919451 33.4166172, -111.8920679 33.416617)"
East Howe Avenue,3209b,1713,692,1713 692,1,0.007082096,1,29,699,residential,6,"LINESTRING (-111.8920679 33.416617, -111.8919451 33.4166172)"
South Price Road,3211,692,2133,692 2133,1,0.120680851,3,39,2997,secondary,4,"LINESTRING (-111.8919451 33.4166172, -111.8919475 33.4162383, -111.8919514 33.41563, -111.8919516 33.4156022, -111.8919345 33.4154244, -111.8919349 33.4152906, -111.891935 33.4152632, -111.8919359 33.414955, -111.89194 33.4148713)"
nan,3212a,693,3099,693 3099,1,0.009091082,1,29,699,others,7,"LINESTRING (-111.9173182 33.4309518, -111.9172022 33.4308627)"
nan,3212b,3099,693,3099 693,1,0.009091082,1,29,699,others,7,"LINESTRING (-111.9172022 33.4308627, -111.9173182 33.4309518)"
nan,3214a,693,698,693 698,1,0.109537906,1,29,699,others,7,"LINESTRING (-111.9173182 33.4309518, -111.9171714 33.4310835, -111.9170266 33.4312188, -111.9168616 33.4313994, -111.916749 33.4315426, -111.9167071 33.4315848, -111.9166856 33.4316019, -111.9166648 33.4316157, -111.9166326 33.4316322, -111.9166035 33.4316418, -111.9165625 33.4316523, -111.916519 33.4316576, -111.916474 33.4316579, -111.9164516 33.4316559, -111.9164348 33.4316531, -111.9164157 33.4316492, -111.9163959 33.4316436, -111.9163718 33.4316355, -111.9163378 33.4316186, -111.916237 33.4315691, -111.916001 33.4314461, -111.9159098 33.4313742)"
nan,3214b,698,693,698 693,1,0.109537906,1,29,699,others,7,"LINESTRING (-111.9159098 33.4313742, -111.916001 33.4314461, -111.916237 33.4315691, -111.9163378 33.4316186, -111.9163718 33.4316355, -111.9163959 33.4316436, -111.9164157 33.4316492, -111.9164348 33.4316531, -111.9164516 33.4316559, -111.916474 33.4316579, -111.916519 33.4316576, -111.9165625 33.4316523, -111.9166035 33.4316418, -111.9166326 33.4316322, -111.9166648 33.4316157, -111.9166856 33.4316019, -111.9167071 33.4315848, -111.916749 33.4315426, -111.9168616 33.4313994, -111.9170266 33.4312188, -111.9171714 33.4310835, -111.9173182 33.4309518)"
South Evergreen Road,3218a,694,2154,694 2154,1,0.02525991,1,29,699,residential,6,"LINESTRING (-111.8832862 33.3919872, -111.8832948 33.3916217)"
South Evergreen Road,3218b,2154,694,2154 694,1,0.02525991,1,29,699,residential,6,"LINESTRING (-111.8832948 33.3916217, -111.8832862 33.3919872)"
nan,3220a,694,3131,694 3131,1,0.011348007,1,29,699,residential,6,"LINESTRING (-111.8832862 33.3919872, -111.8830895 33.3919872)"
nan,3220b,3131,694,3131 694,1,0.011348007,1,29,699,residential,6,"LINESTRING (-111.8830895 33.3919872, -111.8832862 33.3919872)"
South Evergreen Road,3222a,694,2217,694 2217,1,0.071279551,1,29,699,residential,6,"LINESTRING (-111.8832862 33.3919872, -111.8832862 33.3920445, -111.8832862 33.3922529, -111.8832862 33.3923025, -111.883286 33.3929073, -111.883286 33.3930188)"
South Evergreen Road,3222b,2217,694,2217 694,1,0.071279551,1,29,699,residential,6,"LINESTRING (-111.883286 33.3930188, -111.883286 33.3929073, -111.8832862 33.3923025, -111.8832862 33.3922529, -111.8832862 33.3920445, -111.8832862 33.3919872)"
nan,3224a,695,751,695 751,1,0.022318824,1,29,699,residential,6,"LINESTRING (-111.8821876 33.3926966, -111.8821976 33.3930195)"
nan,3224b,751,695,751 695,1,0.022318824,1,29,699,residential,6,"LINESTRING (-111.8821976 33.3930195, -111.8821876 33.3926966)"
nan,3226,695,3129,695 3129,1,0.013844171,1,29,699,residential,6,"LINESTRING (-111.8821876 33.3926966, -111.8822211 33.3925885, -111.8822208 33.3924998)"
East Wildermuth Drive,3227a,696,1183,696 1183,1,0.058035032,1,29,699,others,7,"LINESTRING (-111.8919843 33.4129453, -111.8926096 33.4129481, -111.8929905 33.4129498)"
